Batch Number,Frequent Itemset,Frequency
5,11521 2452 7057 9628,-14284
5,14240 14961 16954,-14281
5,11521 14240 7230 9628,-14276
5,14240 1905 7057,-14272
5,11443 2452,-14270
5,14550 16265 5582,-14265
5,14240 2452 7057 9628,-14263
5,14240 14961 16265 7057,-14262
5,14550 7193,-14249
5,1905 9628,-14236
5,11521 14961 2452 5582 7230,-14231
5,16265 2452 7057 7230,-14224
5,11283 9628,-14221
5,11521 7057 7230 9628,-14219
5,11521 12870 14240,-14218
5,14240 14961 16265 2452,-14216
5,10042 11521 16265,-14210
5,13402,-14210
5,13763,-14210
5,11089 11521 14240 2452,-14207
5,11089 4306,-14200
5,14550 2452 7057 7230,-14194
5,1905 7057 7230,-14193
5,2743,-14188
5,10042 14240 16265,-14187
5,5582 7057 7230 9628,-14183
5,11521 14691 2452 7057,-14180
5,12870 14240 2452,-14180
5,12293 17157,-14177
5,10042 11521 14961 7057,-14176
5,14240 14550 14961 2452,-14174
5,12293 5582,-14168
5,5760,-14167
5,11064 14454,-14160
5,10042 16265 2452,-14156
5,10042 11521 14240 2452 7230,-14151
5,10042 11521 14240 7057 7230,-14149
5,13728 2862,-14142
5,14240 5582 7057 9628,-14140
5,14961 7057 7230 9628,-14137
5,14240 16265 5582 7230,-14135
5,798,-14134
5,8915,-14132
5,14240 14691 7057 7230,-14128
5,14240 14550 14961 7057,-14126
5,571 6974,-14117
5,11521 14240 14961 9628,-14114
5,11521 1905 7057,-14112
5,14240 14961 16265 7230,-14111
5,10947 16954,-14108
5,14240 16265 2452 5582 9628,-14106
5,14550 5582 9628,-14104
5,11521 14961 16265 2452,-14096
5,14240 1905 7230,-14093
5,14240 2452 7230 9628,-14089
5,16265 7057 9628,-14087
5,5926 6974,-14080
5,11089 16377,-14075
5,11521 14240 14691 7230,-14075
5,14240 14961 16265 5582,-14074
5,14240 14691 2452 7057,-14073
5,16954 2452 7057,-14063
5,11521 14240 14961 5582 7057 7230,-14054
5,11077,-14051
5,11521 2452 7230 9628,-14049
5,10042 14961 2452 7057,-14048
5,14691 16265 5582,-14046
5,10042 11521 14240 16954 2452,-14044
5,3860,-14042
5,11521 16954 7230,-14040
5,11521 14550 14961 2452,-14039
5,14691 5926,-14039
5,11521 14240 14961 2452 5582 7057,-14036
5,10451,-14032
5,11521 14691 2452 7230,-14031
5,14240 14961 7057 9628,-14022
5,10042 11521 14240 14961 2452,-14019
5,11283 14313,-14016
5,14240 14961 1905,-14014
5,11521 16265 5582 7057,-14011
5,11521 12338,-14003
5,10042 11521 2452 5582,-13999
5,10042 11521 2452 7057 7230,-13998
5,14240 3962 7057,-13995
5,16707,-13988
5,16954 2452 7230,-13988
5,2452 7057 7230 9628,-13985
5,14240 14691 2452 7230,-13979
5,10042 14240 2452 7057 7230,-13974
5,13728 7057,-13974
5,16265 7230 9628,-13973
5,11521 14691 7057 7230,-13972
5,14961 16954 7057,-13970
5,11521 14240 16265 2452 7057,-13968
5,4545,-13960
5,10042 14961 2452 7230,-13956
5,12870 3962,-13951
5,3962 7057 7230,-13949
5,11064 11521 14240,-13947
5,10042 11521 14961 7230,-13938
5,11283 14550 4306,-13937
5,2862 3962,-13933
5,15070,-13926
5,14240 14550 14961 7230,-13917
5,1905 2452 7057,-13917
5,14240 5582 7230 9628,-13915
5,17328,-13911
6,11521,-57907
6,11283,-57540
6,14550,-57412
6,2452,-56905
6,16377,-55930
6,14240,-55636
6,1905,-49590
6,3962,-47783
6,11521 2452,-46807
6,4306,-44855
6,16954,-44683
6,11521 14240,-44269
6,10042,-43505
6,14240 2452,-43206
6,2782,-42749
6,14691,-42545
6,11064,-42134
6,13728,-41861
6,12293,-41360
6,10947,-40645
6,14621,-39860
6,11521 14240 2452,-39675
6,17157,-39592
6,6287,-39017
6,3938,-38993
6,2862,-37583
6,11089,-37217
6,5582,-37079
6,14313,-36759
6,12870,-36648
6,6974,-35815
6,7057,-34746
6,571,-34675
6,14961,-34556
6,7230,-34511
6,14103,-34034
6,16265,-33394
6,15124,-32842
6,9628,-32609
6,5926,-31100
6,7057 7230,-30800
6,14240 7057,-30321
6,14240 14961,-30015
6,14240 7230,-29918
6,11521 7057,-29594
6,14961 7057,-29333
6,2452 7057,-29087
6,2452 7230,-29047
6,11521 7230,-28992
6,8904,-28916
6,14961 7230,-28880
6,11521 14961,-28710
6,14961 2452,-28464
6,10042 16954,-28357
6,6971,-28284
6,11283 14550,-27904
6,16265 5582,-27878
6,16384,-27741
6,886,-27704
6,14240 7057 7230,-27681
6,11521 14240 7057,-27644
6,7193,-27549
6,5582 9628,-27373
6,11521 2452 7057,-27230
6,1220,-27163
6,11521 14240 7230,-27125
6,14240 2452 7057,-27124
6,14961 7057 7230,-27080
6,11607,-27076
6,5732,-27047
6,4640,-26971
6,11521 7057 7230,-26904
6,11521 14240 14961,-26879
6,14240 2452 7230,-26873
6,11521 2452 7230,-26813
6,14454,-26769
6,6037,-26721
6,2452 7057 7230,-26574
6,11812,-26572
6,14240 14961 2452,-26553
6,14240 14961 7057,-26500
6,3624,-26482
6,11521 14961 2452,-26336
6,11283 16377,-26313
6,11781,-26263
6,15107,-26133
6,14240 14961 7230,-26084
6,11521 14240 2452 7057,-25905
6,7234,-25814
6,17627,-25688
6,11521 14961 7057,-25591
6,5862,-25544
6,7624,-25530
6,11521 14240 2452 7230,-25499
6,11521 14240 7057 7230,-25494
6,17169,-25246
6,14961 2452 7057,-25223
6,16879,-25213
6,12317,-25166
6,11521 14240 14961 2452,-25134
6,11521 2452 7057 7230,-25095
6,14240 2452 7057 7230,-25087
6,11521 14961 7230,-25037
6,16265 9628,-25003
6,11443,-24995
6,14961 2452 7230,-24910
6,3290,-24827
6,11521 1905,-24818
6,14691 2452,-24816
6,7617,-24809
6,14240 14961 7057 7230,-24779
6,8327,-24646
6,14550 2452,-24612
6,11521 14691,-24601
6,14550 16377,-24582
6,1905 2452,-24517
6,11089 3962,-24455
6,12155,-24442
6,12338,-24411
6,11521 14240 14961 7057,-24390
6,6972,-24374
6,11521 14550,-24369
6,14358,-24081
6,11521 14240 2452 7057 7230,-24064
6,10042 11521,-23998
6,10042 2452,-23987
6,14240 14961 2452 7057,-23957
6,11521 14961 7057 7230,-23932
6,14240 14550,-23914
6,11521 14240 14961 7230,-23861
6,11521 14961 2452 7057,-23814
6,457,-23742
6,8596,-23665
6,14240 14961 2452 7230,-23658
6,14961 2452 7057 7230,-23649
6,14240 1905,-23608
6,14240 5582,-23528
6,11521 5582,-23499
6,10042 14240,-23426
6,11521 14961 2452 7230,-23367
6,2452 5582,-23292
6,6029,-23265
6,14621 3962,-23205
6,14240 14691,-23103
6,16265 5582 9628,-23098
6,16668,-23024
6,11521 14240 14961 2452 7057,-22970
6,14550 2782,-22955
6,11521 14240 14961 7057 7230,-22946
6,11521 3962,-22901
6,11283 2782,-22881
6,14550 4306,-22835
6,1110,-22783
6,5317,-22756
6,13614,-22752
6,2452 3962,-22663
6,2913,-22652
6,10042 14550,-22650
6,14240 14961 2452 7057 7230,-22607
6,11521 14240 14961 2452 7230,-22549
6,11521 14961 2452 7057 7230,-22448
6,14240 3962,-22245
6,12582,-22156
6,11283 4306,-22143
6,15844,-22106
6,2372,-22096
6,13728 2782,-22078
6,15582,-22028
6,11283 2452,-22023
6,10042 5582,-22020
6,15205,-21998
6,1962,-21985
6,11283 11521,-21932
6,16377 4306,-21878
6,12870 14550,-21852
6,11521 16954,-21815
6,11521 14691 2452,-21744
6,11521 14240 14961 2452 7057 7230,-21736
6,14621 3938,-21725
6,9960,-21663
6,11283 17157,-21655
6,4577,-21631
6,14550 2862,-21608
6,11521 1905 2452,-21561
6,16954 2452,-21537
6,11521 14550 2452,-21495
6,13081,-21480
6,10042 11521 2452,-21479
6,9340,-21433
6,12293 3290,-21354
6,12232,-21250
6,14240 16265,-21194
6,11521 16265,-21184
6,2452 2782,-21171
6,11521 2452 5582,-21163
6,14240 16954,-21136
6,11521 2782,-21133
6,11283 14240,-21119
6,6206,-21074
6,14410,-21049
6,1905 3962,-21049
6,5496,-21032
6,16265 2452,-20950
6,11040,-20898
6,14240 9628,-20891
6,11521 9628,-20868
6,11521 14240 5582,-20865
6,5085,-20843
6,1865,-20835
6,1798,-20770
6,12293 14550,-20740
6,14550 17157,-20719
6,11521 13728,-20718
6,10042 11521 14240,-20667
6,7745,-20592
6,14240 2452 5582,-20581
6,11521 14240 14550,-20554
6,2452 9628,-20549
6,10947 3962,-20547
6,11283 13728,-20546
6,175,-20541
6,14240 2782,-20509
6,13728 2452,-20506
6,14550 6974,-20490
6,14240 14550 2452,-20482
6,11521 14240 1905,-20452
6,10042 14240 2452,-20446
6,11521 14240 14691,-20411
6,6797,-20410
6,10042 16265,-20334
6,11283 3962,-20290
6,14240 14691 2452,-20244
6,11089 14621,-20201
6,14550 3962,-20167
6,11521 2452 3962,-20157
6,4432,-20141
6,14240 1905 2452,-20138
6,14550 16954,-20084
6,14550 14691,-20075
6,17157 2782,-20027
6,11781 16954,-19984
6,14928,-19936
6,3938 3962,-19936
6,10042 11283,-19902
6,12672,-19900
6,17088,-19808
6,3605,-19808
6,14538,-19762
6,13728 14240,-19741
6,12918,-19704
6,13728 14550,-19693
6,2452 4306,-19648
6,1180,-19637
6,10947 14240,-19588
6,15062,-19560
6,16954 5582,-19501
6,3106,-19487
6,11521 14240 2452 5582,-19481
6,11521 4306,-19463
6,10947 2452,-19425
6,10042 9628,-19382
6,11521 16954 2452,-19363
6,11022,-19358
6,5582 7057,-19290
6,11283 14621,-19285
6,10042 11781,-19279
6,10947 11521,-19268
6,10042 11521 14240 2452,-19259
6,11521 14240 3962,-19258
6,14621 2452,-19256
6,4656,-19252
6,12074,-19176
6,11283 16954,-19167
6,11064 14550,-19151
6,11521 16265 2452,-19129
6,11337,-19117
6,6428,-19098
6,11283 1905,-19088
6,11283 11521 2452,-19076
6,11521 14240 14550 2452,-19072
6,5582 7230,-19052
6,11521 14240 14691 2452,-19038
6,14240 2452 3962,-19024
6,14961 5582,-19024
6,11521 14621,-19023
6,4266,-18959
6,11521 14240 1905 2452,-18943
6,14240 4306,-18882
6,11521 14240 16265,-18878
6,10042 14691,-18842
6,11521 2452 9628,-18828
6,17324,-18766
6,14550 1905,-18729
6,16377 2782,-18704
6,11521 2452 2782,-18695
6,8782,-18655
6,11521 14240 9628,-18647
6,6099,-18627
6,16954 1905,-18616
6,14240 14621,-18615
6,11521 14240 16954,-18614
6,7233,-18610
6,14240 16265 5582,-18603
6,14240 16265 2452,-18587
6,11521 16265 5582,-18545
6,4996,-18500
6,14550 5582,-18494
6,16954 9628,-18447
6,14240 5582 9628,-18428
6,15755,-18425
6,13728 17157,-18398
6,11443 17627,-18396
6,11089 2452,-18393
6,14240 16954 2452,-18389
6,16272,-18383
6,10042 2782,-18379
6,16265 2452 5582,-18373
6,11521 5582 9628,-18360
6,13728 14691,-18286
6,14240 2452 9628,-18272
6,10042 1905,-18249
6,16242,-18240
6,11089 11521,-18227
6,12034,-18211
6,11152,-18202
6,11521 16377,-18195
6,10820,-18181
6,14367,-18178
6,16377 17157,-18177
6,3079,-18161
6,14621 1905,-18146
6,11283 11521 14240,-18137
6,11064 12293,-18095
6,2452 5582 9628,-18094
6,12911,-18092
6,16377 2452,-18087
6,4345,-18054
6,14550 14621,-18043
6,11521 13728 2452,-18021
6,6196,-18017
6,11283 14240 2452,-18005
6,10042 16265 5582,-17996
6,17157 2452,-17943
6,11283 2862,-17892
6,11283 14691,-17879
6,11521 14240 2782,-17868
6,11521 17157,-17864
6,11283 12870,-17861
6,11521 14240 2452 3962,-17855
6,2862 4306,-17855
6,12293 2452,-17836
6,1542,-17784
6,10042 7057,-17752
6,12470,-17748
6,14312,-17728
6,14550 7057,-17727
6,14240 2452 2782,-17710
6,16377 16954,-17699
6,10042 3962,-17687
6,11521 12293,-17686
6,1905 3938,-17670
6,10042 7230,-17669
6,11521 14240 16265 2452,-17641
6,14691 5582,-17640
6,2452 2862,-17630
6,5582 7057 7230,-17626
6,14550 7230,-17614
6,13728 16377,-17609
6,16954 2782,-17576
6,14550 8904,-17561
6,2122,-17546
6,12293 14240,-17534
6,11064 6974,-17525
6,14240 5582 7057,-17522
6,10042 14961,-17519
6,10042 4306,-17481
6,16265 16954,-17480
6,14550 14961,-17473
6,11089 14240,-17463
6,6274,-17432
6,14691 2782,-17412
6,11521 2862,-17409
6,11521 14240 2452 9628,-17399
6,3962 4306,-17381
6,11521 14240 16954 2452,-17355
6,11521 3938,-17355
6,13651,-17339
6,11064 2452,-17337
6,11064 571,-17328
6,14240 16377,-17326
6,12293 5732,-17294
6,3151,-17282
6,14240 3938,-17250
6,14240 5582 7230,-17234
6,11064 11521,-17228
6,11521 13728 14240,-17223
6,10947 11089,-17220
6,14240 14961 5582,-17215
6,10042 5582 9628,-17210
6,11521 2452 4306,-17193
6,14240 17157,-17175
6,7057 9628,-17172
6,14691 4306,-17158
6,16265 7057,-17147
6,12785,-17145
6,11521 5582 7057,-17141
6,11064 5926,-17135
6,8764,-17131
6,10042 11521 16954,-17130
6,2452 3938,-17109
6,2782 4306,-17102
6,16377 3962,-17101
6,10042 12293,-17097
6,9254,-17095
6,10947 11521 2452,-17085
6,14691 1905,-17081
6,11089 1905,-17075
6,14961 5582 7057,-17026
6,16265 7230,-17013
6,10042 16954 2452,-17012
6,14313 16377,-17004
6,14961 16265,-17003
6,191,-16998
6,11521 14621 2452,-16988
6,14240 16265 9628,-16929
6,11521 16265 2452 5582,-16923
6,1144,-16919
6,14454 457,-16918
6,13728 14240 2452,-16917
6,11521 16265 9628,-16904
6,12293 2862,-16893
6,10947 1905,-16867
6,17154,-16866
6,2452 5582 7057,-16858
6,7230 9628,-16854
6,10947 11521 14240,-16841
6,14961 9628,-16840
6,14240 2862,-16836
6,9592,-16821
6,11283 11521 14240 2452,-16818
6,2660,-16809
6,14691 16954,-16806
6,13728 1905,-16769
6,11521 5582 7230,-16763
6,2452 5582 7230,-16762
6,14961 5582 7230,-16756
6,11521 14240 16265 5582,-16741
6,14691 7057,-16739
6,2452 6974,-16730
6,11521 2452 5582 9628,-16728
6,12870 2452,-16728
6,14050,-16705
6,10947 14240 2452,-16701
6,10042 11781 16954,-16686
6,10042 14240 16954,-16682
6,10042 13728,-16671
6,10947 3938,-16635
6,11521 14240 5582 9628,-16631
6,16265 2452 9628,-16625
6,11521 14240 2452 2782,-16620
6,13593,-16616
6,14691 7230,-16607
6,12870 14240,-16594
6,11521 12870,-16583
6,10947 14621,-16580
6,11521 14961 5582,-16579
6,1905 2782,-16567
6,11283 12293,-16549
6,16954 3962,-16533
6,14240 16265 2452 5582,-16508
6,16377 1905,-16505
6,14691 14961,-16500
6,10042 2862,-16499
6,11521 6974,-16485
6,10042 17157,-16439
6,14961 2452 5582,-16429
6,14550 16265,-16391
6,11521 14240 4306,-16378
6,16954 4306,-16368
6,12161,-16360
6,11064 2862,-16348
6,1905 4306,-16348
6,10947 14550,-16334
6,11089 11283,-16320
6,11521 14240 5582 7057,-16317
6,14240 2452 5582 9628,-16308
6,14240 5582 7057 7230,-16294
6,11064 14240,-16289
6,11521 14240 14621,-16258
6,14240 2452 4306,-16249
6,17339,-16243
6,16954 5582 9628,-16240
6,11089 3938,-16239
6,11283 4640,-16227
6,13728 16954,-16227
6,13728 4306,-16227
6,11089 11521 2452,-16217
6,14550 9628,-16207
6,10042 16265 9628,-16198
6,8644,-16198
6,10042 7057 7230,-16196
6,13359,-16196
6,14691 3962,-16186
6,3917,-16163
6,14240 14621 2452,-16161
6,12605,-16140
6,11283 8904,-16132
6,16128,-16125
6,16147,-16121
6,7767,-16097
6,10042 14240 7057,-16087
6,6205,-16085
6,14691 16265,-16084
6,9471,-16084
6,11521 2452 5582 7057,-16059
6,2152,-16053
6,14240 2452 5582 7057,-16035
6,14240 6974,-16030
6,14550 7057 7230,-16029
6,10042 16954 5582,-16024
6,16954 7057,-16024
6,15425,-16011
6,13673,-16002
6,14621 4306,-15990
6,11521 14240 5582 7230,-15977
6,14961 5582 7057 7230,-15969
6,14240 14550 7057,-15942
6,17157 4306,-15926
6,313,-15925
6,11089 14550,-15922
6,11521 5582 7057 7230,-15916
6,11283 3938,-15914
6,11521 13728 14240 2452,-15913
6,10042 14240 14961,-15908
6,10042 14240 7230,-15907
6,14240 16265 5582 9628,-15896
6,5515,-15890
6,14621 16377,-15867
6,12293 6974,-15859
6,11521 16265 5582 9628,-15856
6,14240 2452 5582 7230,-15854
6,14691 9628,-15842
6,11521 14240 14961 5582,-15838
6,16954 7230,-15820
6,10042 11521 7057,-15813
6,14961 16954,-15804
6,11521 2452 5582 7230,-15802
6,30,-15797
6,11064 14691,-15793
6,14550 571,-15791
6,16265 7057 7230,-15779
6,14240 14961 5582 7057,-15764
6,17560,-15743
6,2452 5582 7057 7230,-15742
6,11521 14240 16265 2452 5582,-15733
6,14240 14550 14961,-15731
6,10042 14621,-15729
6,11283 6287,-15729
6,10042 14550 16954,-15717
6,14240 14550 7230,-15716
6,14149,-15696
6,14240 16265 7057,-15691
6,7057 7230 9628,-15687
6,14240 7057 9628,-15683
6,1905 7057,-15679
6,11521 17157 2452,-15678
6,14382,-15666
6,14240 14961 2452 5582,-15658
6,10042 2452 7057,-15637
6,11521 16377 2452,-15633
6,10042 2452 7230,-15630
6,11283 14550 16377,-15627
6,10947 11521 14240 2452,-15626
6,16265 2452 5582 9628,-15624
6,11064 11283,-15623
6,16265 16954 5582,-15601
6,11521 14240 2452 5582 9628,-15599
6,11521 14550 7057,-15583
6,12870 17157,-15579
6,10042 14961 7057,-15567
6,14691 17157,-15561
6,10042 11521 16954 2452,-15559
6,2452 7193,-15541
6,2782 3962,-15538
6,1905 7230,-15537
6,11521 14961 2452 5582,-15532
6,10042 11521 7230,-15524
6,14240 14961 16265,-15523
6,14240 14961 5582 7230,-15521
6,11521 12293 2452,-15516
6,11283 5582,-15508
6,14240 16265 7230,-15497
6,10042 16377,-15496
6,14961 1905,-15493
6,16265 5582 7057,-15491
6,6739,-15472
6,11521 14240 2452 5582 7057,-15469
6,11089 14621 3962,-15454
6,11521 2452 2862,-15449
6,14550 2452 7057,-15440
6,5582 7057 9628,-15440
6,11521 16265 2452 9628,-15425
6,1905 5582,-15421
6,16452,-15405
6,10042 14961 7230,-15400
6,10042 10947,-15390
6,11521 16265 7057,-15384
6,14240 7230 9628,-15381
6,14550 2452 7230,-15367
6,14691 2862,-15363
6,16377 6287,-15362
6,14313 2782,-15356
6,11521 7057 9628,-15354
6,16265 5582 7230,-15341
6,14240 14961 9628,-15338
6,10042 11521 14961,-15337
6,2782 2862,-15337
6,11521 14240 16265 9628,-15328
6,11521 14961 5582 7057,-15328
6,14550 14961 7057,-15318
6,10042 12870,-15315
6,11089 11521 14240,-15309
6,10774,-15307
6,10042 14961 2452,-15296
6,14550 5926,-15292
6,11521 14240 5582 7057 7230,-15283
6,14961 16265 5582,-15271
6,2782 5582,-15271
6,14961 16265 7057,-15270
6,10042 16265 5582 9628,-15248
6,3962 7057,-15244
6,10042 11064,-15239
6,14240 14691 7057,-15235
6,11521 14550 7230,-15233
6,10947 11283,-15223
6,11521 14240 2452 4306,-15221
6,11521 2452 3938,-15220
6,11521 14240 2452 5582 7230,-15206
6,11521 11781,-15202
6,10042 14240 5582,-15199
6,10042 11521 5582,-15190
6,15922,-15189
6,5582 7230 9628,-15185
6,11521 7193,-15179
6,11089 14240 2452,-15178
6,10550,-15177
6,11521 14240 14621 2452,-15171
6,14691 7057 7230,-15169
6,14961 7057 9628,-15168
6,3962 5582,-15167
6,10042 2452 5582,-15166
6,3962 7230,-15157
6,14302,-15153
6,8832,-15132
6,14961 5582 9628,-15122
6,16265 2452 7057,-15115
6,14961 2452 5582 7057,-15111
6,16377 2862,-15108
6,14550 14961 7230,-15102
6,11521 14691 7057,-15081
6,14961 16265 7230,-15081
6,10042 16954 9628,-15079
6,11521 16265 7230,-15077
6,16265 2452 7230,-15071
6,11521 2452 5582 7057 7230,-15070
6,14240 2452 5582 7057 7230,-15065
6,11521 14550 14961,-15064
6,2452 7057 9628,-15054
6,14240 14691 7230,-15050
6,14550 14961 2452,-15049
6,14240 14691 14961,-15048
6,17627 2452,-15026
6,11521 14961 5582 7230,-15021
6,10042 11521 14240 7057,-15011
6,14240 16265 2452 9628,-15010
6,11521 14240 14961 2452 5582,-15009
6,11521 12293 14240,-15002
6,10042 11521 14240 16954,-14998
6,14961 3962,-14995
6,11521 7230 9628,-14991
6,11521 14961 16265,-14984
6,14621 16954,-14981
6,2342,-14979
6,3864,-14975
6,10042 14240 7057 7230,-14960
6,14961 2452 5582 7230,-14956
6,14550 4640,-14953
6,11781 2452,-14951
6,11521 14240 17157,-14940
6,12293 12870,-14930
6,12293 2782,-14926
6,14240 14961 5582 7057 7230,-14911
6,12293 14240 2452,-14905
6,14691 2452 7057,-14896
6,14961 7230 9628,-14885
6,2452 7230 9628,-14882
6,13728 3962,-14874
6,11064 11521 2452,-14873
6,14691 2452 7230,-14867
6,10042 11521 2452 7057,-14865
6,11283 7057,-14858
6,11064 175,-14856
6,2862 6974,-14841
6,14691 16377,-14838
6,9051,-14835
6,6287 7617,-14833
6,3371,-14832
6,4472,-14825
6,10042 14240 16954 2452,-14819
6,14961 16265 2452,-14819
6,11521 14961 9628,-14817
6,16265 16954 9628,-14806
6,10042 14240 2452 7057,-14802
6,14621 14691,-14800
6,12870 2782,-14798
6,10947 7057,-14790
6,11521 17627,-14785
6,14621 3938 3962,-14784
6,11521 14691 7230,-14781
6,14240 7193,-14780
6,7416,-14780
6,11521 14240 14961 5582 7057,-14777
6,10042 16265 16954,-14772
6,11521 14240 16377,-14772
6,14240 17157 2452,-14768
6,15296,-14766
6,10042 11521 14240 7230,-14753
6,11521 14240 3938,-14748
6,2782 7057,-14732
6,11521 12870 2452,-14723
6,11521 14240 14550 7057,-14712
6,17157 2862,-14707
6,14240 14550 7057 7230,-14698
6,10042 14240 2452 7230,-14693
6,11521 14240 16265 7057,-14680
6,14550 6971,-14680
6,10042 11521 2452 7230,-14675
6,14240 16265 7057 7230,-14675
6,11521 14240 7057 9628,-14670
6,11443 11521,-14668
6,14550 5732,-14668
6,10947 7230,-14662
6,17355,-14655
6,13255,-14651
6,11521 14240 2862,-14650
6,10947 14961,-14649
6,10042 11521 14240 14961,-14640
6,10042 14961 7057 7230,-14640
6,10042 11521 7057 7230,-14636
6,14185,-14618
6,11521 14691 14961,-14615
6,11283 7230,-14610
6,14240 2452 2862,-14609
6,8393,-14607
6,14961 2452 9628,-14606
6,11283 14550 2782,-14599
6,10042 6974,-14596
6,12870 16377,-14592
6,9728,-14592
6,11521 14550 2452 7057,-14587
6,14240 7057 7230 9628,-14583
6,14550 3938,-14580
6,16954 17157,-14580
6,11521 14240 2452 5582 7057 7230,-14575
6,14240 16377 2452,-14573
6,11283 14961,-14572
6,14691 14961 2452,-14572
6,11521 2452 6974,-14570
6,10042 2452 7057 7230,-14562
6,11064 5732,-14561
6,14691 14961 7057,-14559
6,14240 14550 2452 7057,-14557
6,14961 2782,-14551
6,14621 2782,-14544
6,16954 7057 7230,-14541
6,11521 16265 2452 5582 9628,-14536
6,10042 14240 14961 2452,-14531
6,14240 14961 2452 5582 7057,-14527
6,4123,-14526
6,10947 14691,-14522
6,11521 14961 5582 7057 7230,-14522
6,5293,-14513
6,12870 4306,-14509
6,11521 5926,-14507
6,14240 16954 7057,-14505
6,2452 5926,-14505
6,2782 7230,-14499
6,16384 16954,-14482
6,11521 14240 14961 5582 7230,-14479
6,11781 14240,-14477
6,14240 2452 3938,-14477
6,11521 14961 2452 5582 7057,-14472
6,10947 5582,-14469
6,10042 11283 16954,-14466
6,11521 16265 2452 7057,-14460
6,11521 14240 16265 5582 9628,-14456
6,12338 17627,-14455
6,10042 14240 14961 7057,-14440
6,14691 6974,-14430
6,14240 16265 2452 7057,-14428
6,10042 11521 14961 2452,-14423
6,11521 14240 16265 7230,-14420
6,14961 16265 7057 7230,-14405
6,11521 14240 14550 7230,-14404
6,11521 2452 7057 9628,-14399
6,14240 14550 2452 7230,-14392
6,1905 9628,-14388
6,5614,-14384
6,11443 2452,-14381
6,11521 14240 16265 2452 9628,-14381
6,14240 14961 2452 5582 7230,-14372
6,14550 16265 5582,-14372
6,10042 11089,-14367
6,14961 2452 5582 7057 7230,-14365
6,14240 2452 7057 9628,-14359
6,11521 14240 14961 16265,-14354
6,11521 16265 7057 7230,-14344
6,11521 14240 7230 9628,-14343
6,16265 5582 7057 7230,-14337
6,11521 14550 2452 7230,-14332
6,11283 9628,-14331
6,14691 14961 7230,-14331
6,11089 16377,-14322
6,11443 12338,-14307
6,14240 16265 2452 7230,-14307
6,11521 14240 14550 14961,-14300
6,11521 14550 7057 7230,-14299
6,11089 11521 14240 2452,-14298
6,14240 14961 16954,-14292
6,14240 16954 7230,-14292
6,12870 2862,-14285
6,10042 14240 14961 7230,-14282
6,14550 14961 7057 7230,-14280
6,11089 4306,-14278
6,14550 7193,-14273
6,11521 7057 7230 9628,-14272
6,10042 11521 14240 2452 7057,-14270
6,11521 14240 14691 7057,-14269
6,11521 16954 7057,-14261
6,12293 17157,-14261
6,798,-14261
6,11521 16265 2452 7230,-14259
6,14240 16265 5582 7057,-14259
6,14550 2452 7057 7230,-14255
6,14691 5926,-14254
6,5926 6974,-14250
6,14240 14550 14961 2452,-14244
6,11521 14961 2452 5582 7230,-14238
6,10947 16954,-14234
6,14240 1905 7057,-14233
6,14240 14961 16265 7057,-14229
6,14961 7057 7230 9628,-14227
6,5582 7057 7230 9628,-14227
6,11521 12870 14240,-14220
6,12293 5582,-14220
6,13763,-14218
6,12870 14240 2452,-14214
6,13728 2862,-14211
6,14240 5582 7057 9628,-14211
6,14550 5582 9628,-14210
6,2743,-14197
6,3860,-14195
6,11283 14313,-14194
6,11521 14240 14961 9628,-14193
6,16265 2452 7057 7230,-14181
6,16265 7057 9628,-14178
6,14240 14961 16265 2452,-14174
6,11064 14454,-14172
6,14240 16265 2452 5582 9628,-14171
6,13402,-14169
6,571 6974,-14167
6,11521 14691 2452 7057,-14165
6,14691 16265 5582,-14165
6,10042 11521 16265,-14163
6,14240 14550 14961 7057,-14155
6,10451,-14152
6,14240 2452 7230 9628,-14144
6,10042 14240 16265,-14142
6,1905 7057 7230,-14137
6,11521 2452 7230 9628,-14130
6,14240 14961 7057 9628,-14111
6,11283 14550 4306,-14107
6,5760,-14103
6,11521 14550 14961 2452,-14096
6,8915,-14094
6,14240 14691 2452 7057,-14093
6,10042 11521 14240 16954 2452,-14091
6,16954 2452 7057,-14079
6,10042 16265 2452,-14077
6,10042 11521 14240 2452 7230,-14076
6,14240 14691 7057 7230,-14076
6,11521 14961 16265 2452,-14075
6,10042 11521 14961 7057,-14074
6,11521 1905 7057,-14072
6,14240 16265 5582 7230,-14068
6,14240 14961 16265 7230,-14062
6,11521 14240 14961 2452 5582 7057,-14059
6,2452 7057 7230 9628,-14057
6,14240 1905 7230,-14048
6,4545,-14046
6,11521 14240 14961 5582 7057 7230,-14045
6,14240 14961 1905,-14043
6,10042 11521 14240 7057 7230,-14037
6,11283 16265,-14033
6,14240 14961 16265 5582,-14032
6,11521 14240 14691 7230,-14006
6,11521 12338,-14005
6,2862 3962,-14004
6,13728 7057,-14001
6,16954 2452 7230,-14000
6,11064 11521 14240,-13995
6,16265 7230 9628,-13994
6,13728 5582,-13990
6,10042 11521 2452 5582,-13989
6,11521 14691 2452 7230,-13976
6,14961 16954 7057,-13971
6,14240 14691 2452 7230,-13969
6,11064 14240 2452,-13966
6,11521 16265 5582 7057,-13966
6,17328,-13966
6,2782 9628,-13966
6,11521 16954 7230,-13962
6,12293 14691,-13961
6,14240 14961 2452 9628,-13957
